Engine_ID,Final_Cycle,Actual_RUL,Predicted_RUL,Alert,Cycle
107,,6.0,3.5838938,CRITICAL,184.0
108,,90.0,71.09172,SAFE,173.0
109,,11.0,9.455025,CRITICAL,161.0
110,,79.0,120.47591,SAFE,84.0
111,,6.0,6.5426507,CRITICAL,162.0
112,,73.0,90.49259,SAFE,74.0
113,,30.0,27.717722,WARNING,164.0
114,,11.0,10.650857,CRITICAL,160.0
115,,37.0,51.394913,SAFE,165.0
116,,67.0,111.28981,SAFE,88.0
117,,68.0,45.636086,WARNING,264.0
118,,99.0,118.88814,SAFE,40.0
119,,22.0,22.82794,WARNING,172.0
120,,54.0,54.11908,SAFE,101.0
121,,97.0,116.97316,SAFE,128.0
122,,10.0,16.92564,CRITICAL,159.0
123,,130.0,94.76676,SAFE,49.0
124,,77.0,61.835236,SAFE,210.0
125,,88.0,104.68138,SAFE,147.0
126,,130.0,120.79695,SAFE,76.0
127,,126.0,121.923134,SAFE,68.0
128,,130.0,121.91569,SAFE,23.0
129,,83.0,79.32368,SAFE,101.0
130,,78.0,49.959343,WARNING,184.0
131,,75.0,119.17992,SAFE,123.0
132,,11.0,18.061274,CRITICAL,170.0
133,,53.0,73.093956,SAFE,135.0
134,,130.0,123.16762,SAFE,52.0
135,,63.0,52.53007,SAFE,77.0
136,,100.0,85.00781,SAFE,163.0
137,,130.0,92.51593,SAFE,49.0
138,,55.0,44.770615,WARNING,127.0
139,,48.0,36.201103,WARNING,149.0
140,,37.0,25.528337,WARNING,183.0
141,,44.0,38.513702,WARNING,210.0
142,,27.0,30.414267,WARNING,137.0
143,,18.0,25.553587,WARNING,184.0
144,,6.0,12.703173,CRITICAL,164.0
145,,15.0,16.707514,CRITICAL,195.0
146,,112.0,123.97085,SAFE,132.0
147,,130.0,110.56562,SAFE,81.0
148,,13.0,18.965147,CRITICAL,132.0
149,,122.0,78.9758,SAFE,65.0
150,,13.0,13.183533,CRITICAL,164.0
151,,98.0,123.591484,SAFE,37.0
152,,53.0,48.64849,WARNING,165.0
153,,52.0,48.51476,WARNING,149.0
154,,106.0,122.1412,SAFE,74.0
155,,103.0,122.42268,SAFE,123.0
156,,130.0,124.23297,SAFE,73.0
157,,123.0,124.18087,SAFE,76.0
158,,26.0,21.691824,WARNING,247.0
159,,130.0,112.80608,SAFE,22.0
160,,73.0,81.29197,SAFE,144.0
161,,130.0,95.28801,SAFE,70.0
162,,39.0,32.588802,WARNING,205.0
163,,39.0,45.946526,WARNING,174.0
164,,14.0,21.432169,WARNING,233.0
165,,11.0,5.966908,CRITICAL,367.0
166,,121.0,113.57282,SAFE,63.0
167,,86.0,93.95402,SAFE,146.0
168,,56.0,40.09906,WARNING,218.0
169,,115.0,118.639015,SAFE,158.0
170,,17.0,14.5458355,CRITICAL,264.0
171,,130.0,123.878555,SAFE,65.0
172,,104.0,64.44946,SAFE,143.0
173,,78.0,64.3705,SAFE,151.0
174,,86.0,118.927765,SAFE,103.0
175,,98.0,97.099625,SAFE,192.0
176,,36.0,37.173206,WARNING,222.0
177,,94.0,66.46889,SAFE,67.0
178,,52.0,54.55713,SAFE,128.0
179,,91.0,120.044395,SAFE,113.0
180,,15.0,9.208118,CRITICAL,278.0
181,,130.0,107.273254,SAFE,76.0
182,,74.0,120.186066,SAFE,96.0
183,,130.0,86.83705,SAFE,21.0
184,,17.0,16.741762,CRITICAL,204.0
185,,47.0,47.067024,WARNING,183.0
186,,130.0,87.74014,SAFE,83.0
187,,21.0,15.136948,CRITICAL,131.0
188,,79.0,70.79834,SAFE,166.0
189,,97.0,100.33919,SAFE,59.0
190,,8.0,8.201965,CRITICAL,163.0
191,,9.0,9.636466,CRITICAL,278.0
192,,73.0,85.457214,SAFE,123.0
193,,130.0,126.67311,SAFE,76.0
194,,97.0,89.49541,SAFE,117.0
195,,73.0,66.52022,SAFE,78.0
196,,49.0,37.40348,WARNING,140.0
197,,31.0,16.955864,CRITICAL,213.0
198,,97.0,63.25,SAFE,113.0
199,,9.0,8.558812,CRITICAL,163.0
200,,14.0,23.067505,WARNING,149.0
201,,106.0,123.93787,SAFE,38.0
202,,8.0,7.3967195,CRITICAL,122.0
203,,8.0,7.5834255,CRITICAL,186.0
204,,106.0,107.46459,SAFE,141.0
205,,116.0,125.6713,SAFE,61.0
206,,120.0,87.57396,SAFE,72.0
207,,61.0,48.037342,WARNING,132.0
208,,130.0,119.678154,SAFE,174.0
209,,35.0,36.777096,WARNING,144.0
210,,80.0,123.037346,SAFE,219.0
211,,9.0,13.98975,CRITICAL,131.0
212,,50.0,48.412945,WARNING,109.0
213,,130.0,123.43255,SAFE,45.0
214,,78.0,75.086975,SAFE,153.0
215,,91.0,82.63269,SAFE,210.0
216,,7.0,2.3687742,CRITICAL,171.0
217,,130.0,119.11447,SAFE,55.0
218,,130.0,98.17265,SAFE,97.0
219,,106.0,118.41969,SAFE,202.0
220,,15.0,19.10578,CRITICAL,160.0
221,,67.0,96.64798,SAFE,59.0
222,,130.0,123.49408,SAFE,29.0
223,,130.0,82.93891,SAFE,61.0
224,,7.0,7.025563,CRITICAL,149.0
225,,130.0,73.73475,SAFE,79.0
226,,124.0,119.9401,SAFE,99.0
227,,82.0,74.31798,SAFE,126.0
228,,108.0,110.22746,SAFE,110.0
229,,79.0,72.125626,SAFE,218.0
230,,121.0,120.37629,SAFE,141.0
231,,120.0,118.7347,SAFE,73.0
232,,39.0,66.94606,SAFE,122.0
233,,38.0,65.29711,SAFE,186.0
234,,9.0,5.368504,CRITICAL,186.0
235,,130.0,122.86782,SAFE,120.0
236,,87.0,90.55102,SAFE,77.0
237,,88.0,79.81117,SAFE,226.0
238,,7.0,5.2762656,CRITICAL,200.0
239,,51.0,55.804905,SAFE,116.0
240,,55.0,46.18924,WARNING,306.0
241,,130.0,117.80923,SAFE,69.0
242,,47.0,33.7516,WARNING,163.0
243,,81.0,47.67911,WARNING,226.0
244,,43.0,38.9482,WARNING,143.0
245,,98.0,89.097916,SAFE,142.0
246,,10.0,14.066097,CRITICAL,144.0
247,,92.0,121.67778,SAFE,78.0
248,,11.0,15.941305,CRITICAL,157.0
249,,130.0,101.85526,SAFE,70.0
250,,34.0,38.607094,WARNING,196.0
251,,115.0,72.11859,SAFE,141.0
252,,59.0,61.607704,SAFE,90.0
253,,99.0,75.54046,SAFE,146.0
254,,103.0,108.2587,SAFE,58.0
255,,108.0,121.76608,SAFE,72.0
256,,83.0,120.46696,SAFE,75.0
257,,130.0,122.42131,SAFE,161.0
258,,15.0,25.92018,WARNING,171.0
259,,9.0,9.127937,CRITICAL,187.0
260,,42.0,41.143322,WARNING,124.0
261,,13.0,20.810942,WARNING,174.0
262,,41.0,46.657375,WARNING,185.0
263,,88.0,69.12993,SAFE,144.0
264,,14.0,10.838883,CRITICAL,199.0
265,,130.0,122.50849,SAFE,35.0
266,,130.0,113.3206,SAFE,97.0
267,,96.0,78.93582,SAFE,78.0
268,,82.0,118.70587,SAFE,107.0
269,,130.0,115.16711,SAFE,80.0
270,,130.0,121.31032,SAFE,85.0
271,,36.0,40.450706,WARNING,243.0
272,,107.0,107.22059,SAFE,128.0
273,,14.0,10.581256,CRITICAL,117.0
274,,95.0,76.00661,SAFE,51.0
275,,130.0,122.31807,SAFE,83.0
276,,23.0,26.54544,WARNING,200.0
277,,6.0,7.026429,CRITICAL,191.0
278,,130.0,100.67447,SAFE,54.0
279,,35.0,38.866257,WARNING,156.0
280,,97.0,87.683044,SAFE,154.0
281,,68.0,51.30406,SAFE,199.0
282,,14.0,11.54014,CRITICAL,134.0
283,,67.0,57.963974,SAFE,150.0
284,,130.0,122.39739,SAFE,64.0
285,,19.0,11.86575,CRITICAL,254.0
286,,10.0,11.351892,CRITICAL,166.0
287,,130.0,118.1055,SAFE,84.0
288,,130.0,94.28509,SAFE,86.0
289,,43.0,40.90625,WARNING,178.0
290,,12.0,28.528395,WARNING,158.0
291,,130.0,125.25697,SAFE,95.0
292,,13.0,27.306383,WARNING,161.0
293,,37.0,30.709959,WARNING,245.0
294,,122.0,122.492355,SAFE,50.0
295,,80.0,50.989594,SAFE,262.0
296,,93.0,119.98264,SAFE,109.0
297,,130.0,123.48161,SAFE,59.0
298,,32.0,90.959885,SAFE,120.0
299,,103.0,119.66061,SAFE,117.0
300,,130.0,97.11781,SAFE,60.0
301,,111.0,85.56702,SAFE,25.0
302,,68.0,107.67669,SAFE,124.0
303,,130.0,123.82411,SAFE,115.0
304,,121.0,121.750275,SAFE,41.0
305,,130.0,109.0603,SAFE,31.0
306,,48.0,64.91859,SAFE,162.0
307,,85.0,59.40873,SAFE,141.0
308,,8.0,9.30278,CRITICAL,166.0
309,,23.0,23.765537,WARNING,131.0
310,,8.0,5.3701935,CRITICAL,182.0
311,,6.0,5.7574396,CRITICAL,155.0
312,,57.0,58.603615,SAFE,187.0
313,,83.0,65.62849,SAFE,159.0
314,,130.0,123.91668,SAFE,75.0
315,,101.0,117.27961,SAFE,71.0
316,,81.0,70.711945,SAFE,100.0
317,,86.0,118.56766,SAFE,49.0
318,,130.0,124.10662,SAFE,33.0
319,,73.0,77.71016,SAFE,161.0
320,,121.0,106.35488,SAFE,54.0
321,,130.0,84.252815,SAFE,55.0
322,,75.0,75.37829,SAFE,180.0
323,,130.0,122.768974,SAFE,29.0
324,,130.0,121.77602,SAFE,43.0
325,,11.0,10.276041,CRITICAL,166.0
326,,108.0,93.23643,SAFE,165.0
327,,14.0,6.8045635,CRITICAL,180.0
328,,126.0,84.01428,SAFE,44.0
329,,61.0,115.91597,SAFE,109.0
330,,85.0,121.515015,SAFE,125.0
331,,8.0,8.084986,CRITICAL,187.0
332,,101.0,111.956764,SAFE,159.0
333,,130.0,120.40503,SAFE,40.0
334,,89.0,123.408226,SAFE,147.0
335,,130.0,113.46561,SAFE,102.0
336,,12.0,13.307154,CRITICAL,274.0
337,,62.0,51.6789,SAFE,235.0
338,,130.0,122.7908,SAFE,94.0
339,,101.0,117.671036,SAFE,106.0
340,,121.0,88.49705,SAFE,50.0
341,,130.0,123.971664,SAFE,44.0
342,,17.0,17.525286,CRITICAL,194.0
343,,130.0,122.07026,SAFE,40.0
344,,130.0,123.067955,SAFE,49.0
345,,16.0,8.205921,CRITICAL,265.0
346,,130.0,118.59091,SAFE,80.0
347,,130.0,124.71977,SAFE,87.0
348,,56.0,50.61552,SAFE,162.0
349,,111.0,125.499214,SAFE,36.0
350,,23.0,13.040691,CRITICAL,234.0
351,,84.0,124.43084,SAFE,64.0
352,,12.0,8.256576,CRITICAL,249.0
353,,43.0,46.38053,WARNING,139.0
354,,48.0,57.675346,SAFE,131.0
355,,122.0,113.469925,SAFE,150.0
356,,130.0,83.93654,SAFE,59.0
357,,56.0,63.272053,SAFE,199.0
358,,130.0,107.87192,SAFE,98.0
359,,51.0,82.23495,SAFE,123.0
201,233.0,44.0,44.657505,WARNING,
202,124.0,51.0,59.37006,SAFE,
203,234.0,27.0,33.229443,WARNING,
204,68.0,120.0,122.083534,SAFE,
205,138.0,101.0,120.32544,SAFE,
206,64.0,99.0,85.41646,SAFE,
207,158.0,71.0,62.578476,SAFE,
208,192.0,55.0,63.300125,SAFE,
209,238.0,55.0,80.42518,SAFE,
210,131.0,66.0,74.42498,SAFE,
211,103.0,77.0,61.91345,SAFE,
212,146.0,115.0,117.02172,SAFE,
213,65.0,115.0,113.2257,SAFE,
214,169.0,31.0,28.151443,WARNING,
215,112.0,108.0,118.70323,SAFE,
216,126.0,56.0,78.91143,SAFE,
217,230.0,125.0,120.554504,SAFE,
218,244.0,125.0,102.75929,SAFE,
219,115.0,85.0,120.66445,SAFE,
220,207.0,56.0,61.41231,SAFE,
221,263.0,18.0,15.515584,CRITICAL,
222,119.0,119.0,121.49349,SAFE,
223,405.0,78.0,79.26606,SAFE,
224,475.0,9.0,10.666375,CRITICAL,
225,169.0,58.0,76.50898,SAFE,
226,130.0,11.0,15.078696,CRITICAL,
227,104.0,88.0,101.43658,SAFE,
228,70.0,125.0,120.58794,SAFE,
229,89.0,124.0,121.07955,SAFE,
230,333.0,89.0,70.79876,SAFE,
231,152.0,79.0,82.333336,SAFE,
232,120.0,55.0,63.904446,SAFE,
233,180.0,71.0,89.87221,SAFE,
234,105.0,65.0,120.89792,SAFE,
235,144.0,87.0,111.477776,SAFE,
236,90.0,125.0,121.55002,SAFE,
237,47.0,125.0,121.98887,SAFE,
238,133.0,22.0,27.897339,WARNING,
239,310.0,8.0,11.733565,CRITICAL,
240,313.0,41.0,44.986458,WARNING,
241,101.0,125.0,121.414024,SAFE,
242,87.0,115.0,122.34189,SAFE,
243,133.0,125.0,119.95927,SAFE,
244,146.0,69.0,54.099392,SAFE,
245,88.0,111.0,121.611534,SAFE,
246,180.0,7.0,8.306797,CRITICAL,
247,56.0,125.0,121.56439,SAFE,
248,179.0,55.0,64.052345,SAFE,
249,211.0,125.0,119.72413,SAFE,
250,147.0,11.0,15.764236,CRITICAL,
251,118.0,78.0,78.7461,SAFE,
252,38.0,120.0,121.65024,SAFE,
253,108.0,87.0,111.90365,SAFE,
254,50.0,87.0,121.43218,SAFE,
255,203.0,55.0,67.855064,SAFE,
256,162.0,93.0,118.53364,SAFE,
257,158.0,88.0,120.90052,SAFE,
258,119.0,40.0,42.595573,WARNING,
259,149.0,49.0,48.25661,WARNING,
260,112.0,125.0,99.036476,SAFE,
261,78.0,125.0,122.02301,SAFE,
262,224.0,58.0,50.63568,SAFE,
263,137.0,117.0,121.57208,SAFE,
264,271.0,28.0,26.394398,WARNING,
265,79.0,115.0,122.2067,SAFE,
266,122.0,87.0,107.59069,SAFE,
267,186.0,92.0,119.41561,SAFE,
268,188.0,103.0,98.9372,SAFE,
269,105.0,100.0,122.00561,SAFE,
270,84.0,63.0,111.48319,SAFE,
271,367.0,35.0,35.059612,WARNING,
272,232.0,45.0,48.991062,WARNING,
273,109.0,99.0,121.710846,SAFE,
274,68.0,117.0,121.914894,SAFE,
275,191.0,45.0,44.405533,WARNING,
276,180.0,27.0,23.640217,WARNING,
277,381.0,86.0,74.38372,SAFE,
278,279.0,20.0,25.066708,WARNING,
279,170.0,18.0,28.145664,WARNING,
280,85.0,125.0,121.91357,SAFE,
281,155.0,15.0,16.0457,CRITICAL,
282,194.0,6.0,7.4175663,CRITICAL,
283,168.0,125.0,121.0191,SAFE,
284,76.0,104.0,119.591896,SAFE,
285,118.0,56.0,91.74673,SAFE,
286,174.0,25.0,23.22551,WARNING,
287,218.0,68.0,67.26196,SAFE,
288,41.0,125.0,122.12069,SAFE,
289,120.0,41.0,41.087467,WARNING,
290,206.0,51.0,50.222775,SAFE,
291,56.0,81.0,79.45994,SAFE,
292,266.0,14.0,15.214778,CRITICAL,
293,158.0,67.0,64.68343,SAFE,
294,333.0,10.0,7.8946667,CRITICAL,
295,213.0,125.0,95.68508,SAFE,
296,358.0,113.0,73.60471,SAFE,
297,95.0,123.0,122.15922,SAFE,
298,182.0,17.0,15.959704,CRITICAL,
299,289.0,8.0,10.418503,CRITICAL,
300,247.0,28.0,21.119438,WARNING,
301,230.0,22.0,39.91214,WARNING,
302,153.0,39.0,80.00191,SAFE,
303,141.0,107.0,125.35272,SAFE,
304,208.0,75.0,125.20755,SAFE,
305,51.0,130.0,76.35945,SAFE,
306,146.0,78.0,120.69384,SAFE,
307,54.0,94.0,102.980835,SAFE,
308,248.0,14.0,12.840385,CRITICAL,
309,284.0,99.0,123.51414,SAFE,
310,23.0,130.0,119.28647,SAFE,
311,82.0,130.0,125.98013,SAFE,
312,270.0,7.0,11.8934,CRITICAL,
313,227.0,71.0,72.265335,SAFE,
314,102.0,105.0,85.65431,SAFE,
315,168.0,12.0,27.920713,WARNING,
316,240.0,130.0,126.76967,SAFE,
317,334.0,130.0,101.59868,SAFE,
318,247.0,104.0,113.5338,SAFE,
319,24.0,130.0,126.94107,SAFE,
320,115.0,82.0,82.48457,SAFE,
321,202.0,91.0,124.5219,SAFE,
322,158.0,11.0,13.588463,CRITICAL,
323,162.0,26.0,40.16072,WARNING,
324,174.0,130.0,123.502075,SAFE,
325,486.0,39.0,41.963478,WARNING,
326,90.0,92.0,89.51472,SAFE,
327,144.0,76.0,118.57702,SAFE,
328,20.0,124.0,127.18515,SAFE,
329,216.0,64.0,68.4001,SAFE,
330,229.0,118.0,121.1573,SAFE,
331,134.0,6.0,12.335286,CRITICAL,
332,260.0,22.0,13.457573,CRITICAL,
333,107.0,130.0,126.6797,SAFE,
334,361.0,126.0,82.913864,SAFE,
335,278.0,36.0,24.518702,WARNING,
336,159.0,73.0,76.98871,SAFE,
337,345.0,89.0,67.89346,SAFE,
338,125.0,11.0,19.604212,CRITICAL,
339,214.0,130.0,114.40681,SAFE,
340,266.0,10.0,15.766447,CRITICAL,
341,414.0,97.0,85.71045,SAFE,
342,200.0,30.0,29.059828,WARNING,
343,120.0,42.0,123.933075,SAFE,
344,406.0,60.0,38.509727,WARNING,
345,78.0,85.0,110.78013,SAFE,
346,37.0,130.0,117.67992,SAFE,
347,224.0,34.0,39.262474,WARNING,
348,214.0,45.0,51.848984,SAFE,
349,273.0,24.0,24.154936,WARNING,
350,206.0,86.0,54.28807,SAFE,
351,137.0,119.0,126.5787,SAFE,
352,58.0,130.0,126.8158,SAFE,
353,67.0,130.0,127.339584,SAFE,
354,81.0,130.0,99.194145,SAFE,
355,103.0,130.0,126.58012,SAFE,
356,180.0,67.0,71.5139,SAFE,
357,121.0,97.0,126.07199,SAFE,
358,185.0,8.0,3.1199634,CRITICAL,
359,37.0,130.0,124.90822,SAFE,
360,135.0,130.0,113.895515,SAFE,
361,396.0,51.0,37.37297,WARNING,
362,240.0,33.0,39.084724,WARNING,
363,158.0,130.0,125.98476,SAFE,
364,251.0,46.0,70.28194,SAFE,
365,186.0,12.0,24.765059,WARNING,
366,97.0,130.0,125.921005,SAFE,
367,150.0,46.0,31.909874,WARNING,
368,241.0,46.0,34.9681,WARNING,
369,162.0,12.0,17.583275,CRITICAL,
370,190.0,33.0,32.398743,WARNING,
371,292.0,15.0,26.621483,WARNING,
372,118.0,130.0,125.98302,SAFE,
373,149.0,23.0,41.105698,WARNING,
374,223.0,89.0,100.824524,SAFE,
375,203.0,124.0,123.55258,SAFE,
376,48.0,130.0,125.67235,SAFE,
377,108.0,25.0,97.58938,SAFE,
378,106.0,74.0,72.09568,SAFE,
379,184.0,78.0,98.88403,SAFE,
380,112.0,114.0,116.97704,SAFE,
381,60.0,96.0,110.52948,SAFE,
382,146.0,10.0,25.803244,WARNING,
383,274.0,130.0,116.01115,SAFE,
384,88.0,130.0,126.01849,SAFE,
385,174.0,115.0,91.37207,SAFE,
386,254.0,70.0,59.542084,SAFE,
387,167.0,94.0,125.30654,SAFE,
388,140.0,56.0,68.665085,SAFE,
389,285.0,86.0,79.12979,SAFE,
390,118.0,96.0,57.388092,SAFE,
391,144.0,50.0,53.24858,SAFE,
392,116.0,73.0,110.817444,SAFE,
393,200.0,130.0,127.0882,SAFE,
394,105.0,129.0,125.384125,SAFE,
395,110.0,130.0,122.27202,SAFE,
396,123.0,71.0,98.18754,SAFE,
397,51.0,105.0,126.39649,SAFE,
398,82.0,113.0,120.344864,SAFE,
399,237.0,37.0,42.044685,WARNING,
400,196.0,7.0,11.447196,CRITICAL,
401,166.0,13.0,18.71092,CRITICAL,
402,443.0,22.0,13.309624,CRITICAL,
403,145.0,9.0,18.628353,CRITICAL,
404,65.0,120.0,126.43105,SAFE,
405,351.0,100.0,87.72257,SAFE,
406,148.0,107.0,67.59953,SAFE,
407,121.0,41.0,125.58382,SAFE,
408,145.0,130.0,125.65762,SAFE,
409,66.0,126.0,124.87234,SAFE,
410,348.0,59.0,51.53633,SAFE,
411,342.0,18.0,19.819296,CRITICAL,
412,88.0,66.0,111.801186,SAFE,
413,132.0,13.0,20.202543,WARNING,
414,218.0,14.0,23.671883,WARNING,
415,82.0,130.0,119.744156,SAFE,
416,161.0,13.0,13.715183,CRITICAL,
417,97.0,75.0,120.91878,SAFE,
418,178.0,8.0,9.259932,CRITICAL,
419,228.0,109.0,72.015434,SAFE,
420,170.0,130.0,120.57231,SAFE,
421,194.0,41.0,36.572067,WARNING,
422,117.0,130.0,126.86572,SAFE,
423,236.0,23.0,24.011797,WARNING,
424,230.0,86.0,62.96357,SAFE,
425,21.0,130.0,115.909225,SAFE,
426,220.0,15.0,23.720926,WARNING,
427,98.0,130.0,109.38365,SAFE,
428,139.0,126.0,126.27939,SAFE,
429,315.0,120.0,124.60203,SAFE,
430,107.0,130.0,124.11643,SAFE,
431,193.0,101.0,94.742874,SAFE,
432,115.0,116.0,124.07282,SAFE,
433,74.0,126.0,126.353294,SAFE,
434,266.0,36.0,40.38655,WARNING,
435,435.0,7.0,6.282329,CRITICAL,
436,56.0,122.0,127.10851,SAFE,
437,291.0,130.0,71.19799,SAFE,
438,239.0,88.0,73.65286,SAFE,
439,88.0,130.0,126.0747,SAFE,
440,160.0,130.0,81.28003,SAFE,
441,19.0,130.0,127.775955,SAFE,
442,69.0,108.0,123.09101,SAFE,
443,327.0,53.0,65.712105,SAFE,
444,34.0,130.0,122.22801,SAFE,
445,102.0,59.0,91.17881,SAFE,
446,84.0,100.0,126.5039,SAFE,
447,116.0,56.0,74.88965,SAFE,
448,126.0,130.0,126.82384,SAFE,
449,320.0,76.0,69.49253,SAFE,
450,202.0,57.0,51.40808,SAFE,
451,285.0,31.0,25.59459,WARNING,
452,195.0,88.0,123.62305,SAFE,
453,130.0,130.0,84.45314,SAFE,
454,122.0,34.0,31.63422,WARNING,
455,161.0,7.0,27.860907,WARNING,
456,28.0,130.0,118.127426,SAFE,
457,138.0,130.0,126.440445,SAFE,
458,171.0,6.0,10.01679,CRITICAL,
459,160.0,22.0,19.961332,CRITICAL,
460,122.0,83.0,120.90541,SAFE,
461,257.0,82.0,125.09288,SAFE,
462,99.0,84.0,101.159805,SAFE,
463,122.0,95.0,125.24533,SAFE,
464,29.0,130.0,123.488716,SAFE,
465,178.0,111.0,120.37471,SAFE,
466,63.0,72.0,127.44391,SAFE,
467,99.0,109.0,125.24531,SAFE,
468,74.0,87.0,88.712616,SAFE,
469,34.0,130.0,120.03544,SAFE,
470,48.0,130.0,126.215454,SAFE,
471,355.0,126.0,71.87738,SAFE,
472,132.0,12.0,22.45492,WARNING,
473,151.0,8.0,3.1740165,CRITICAL,
474,135.0,10.0,22.409502,WARNING,
475,116.0,123.0,80.506966,SAFE,
476,185.0,103.0,91.5044,SAFE,
477,146.0,12.0,26.94882,WARNING,
478,279.0,106.0,125.9908,SAFE,
479,262.0,12.0,12.183344,CRITICAL,
480,367.0,32.0,23.180933,WARNING,
481,199.0,37.0,21.300442,WARNING,
482,98.0,116.0,124.57838,SAFE,
483,125.0,15.0,17.933096,CRITICAL,
484,154.0,10.0,9.626801,CRITICAL,
485,203.0,46.0,70.348785,SAFE,
486,47.0,130.0,124.65348,SAFE,
487,121.0,24.0,37.159523,WARNING,
488,157.0,130.0,105.98618,SAFE,
489,107.0,56.0,82.766266,SAFE,
490,200.0,43.0,45.92089,WARNING,
491,71.0,130.0,126.15803,SAFE,
492,203.0,71.0,64.64374,SAFE,
493,263.0,104.0,67.53099,SAFE,
